,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,malusi_p,eTywaleni,590,845,14630,Thu Mar 05 20:42:02 +0000 2020,1,"What are we nicknaming the #CoronaVirusSA ??
Like Coro-coro      RT The Rona",['CoronaVirusSA']
1,kuhlendlala,Mzinti || Stellenbosch 🇿🇦,382,407,1698,Thu Mar 05 20:42:13 +0000 2020,0,@Irvine_vilane @FundoMotsepe So she's still in a quarantine 🤣🤣🤣🤣🤣 corona stuff,[]
2,leEsa_DeLuxe,"Kempton Park, South Africa",2018,1946,862,Thu Mar 05 20:43:02 +0000 2020,1,joining the ninja forces now...🙌 #CoronaVirusChallenge #CoronaVirusSA #coronavirus https://t.co/jlB7yDJQrU,"['CoronaVirusChallenge', 'CoronaVirusSA', 'coronavirus']"
3,MadiraC,"Moomane/Pretoria, South Africa",397,186,2250,Thu Mar 05 20:43:06 +0000 2020,0,@ComradesRace hope #COVID19 won't affect this beautiful race https://t.co/3OlQl2jjs5,['COVID19']
4,sihleFierce,"Durbanville, South Africa",4901,1272,3966,Thu Mar 05 20:43:55 +0000 2020,1,I can't sleep thinking whose going to spend my life cover🤷🏾‍♀️ #CoronaVirusSA https://t.co/TRFTS3ovu7,['CoronaVirusSA']
5,soda_my_cola,"Kimberley, Bloemfontein ",519,753,3110,Thu Mar 05 20:44:44 +0000 2020,0,"#CoronaVirusSA 
I am ready #Coronvirus #CoronaVirusChallenge #COVID19 #CoronaVirusSAchallenge https://t.co/MV96Cxov10","['CoronaVirusSA', 'Coronvirus', 'CoronaVirusChallenge', 'COVID19', 'CoronaVirusSAchallenge']"
6,sined_86,Your Timeline,136,112,2444,Thu Mar 05 20:45:07 +0000 2020,0,The corona when it landed in mzansi🤭🦠😂 https://t.co/qVRy8KeWkV,[]
7,PrinceNyambose,,798,711,8558,Thu Mar 05 20:45:09 +0000 2020,0,I have been waiting for wampofive for Corona 😭😭😭 https://t.co/o9mw4oMz9Z,[]
8,KlaasMoukangwe,"Pretoria, South Africa",4260,3821,16465,Thu Mar 05 20:46:58 +0000 2020,49,"Let's be honest, South Africa is the best country in the world #CoronaVirusSA #CoronaVirusChallenge https://t.co/RIbFXQBLEM","['CoronaVirusSA', 'CoronaVirusChallenge']"
9,Bhusang,"Alberton, South Africa",659,190,8150,Thu Mar 05 20:46:59 +0000 2020,0,Mara piano guys 🙆‍♂️...Friday washing it down ka Corona,[]
10,thapelohlahla,,396,474,44529,Thu Mar 05 20:47:07 +0000 2020,0,Corona virus ena le target market.  They know themselves,[]
11,NinaBaseLenge,,1066,1945,52815,Thu Mar 05 20:47:17 +0000 2020,0,Soon soon they'll be blaming Sjava for the #CoronaVirusSA,['CoronaVirusSA']
12,JobMwaura,🇿🇦🇰🇪,2939,3808,19569,Thu Mar 05 20:48:01 +0000 2020,1,"This is also a good move by google. The more they monetize, the more people create confusion https://t.co/wnWWAmdaFB",[]
13,mpstates300,Bavaria,322,595,9548,Thu Mar 05 20:48:27 +0000 2020,0,Speed so?! #CoronaVirusSA https://t.co/NEfb8c3uJJ,['CoronaVirusSA']
