,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,_notCoyote,Pretoria,667,489,9332,Sat Mar 07 15:32:47 +0000 2020,0,Covid19 in Hatfield... A movie,[]
1,magamdela,"Johannesburg, South Africa",4119,652,493,Sat Mar 07 15:34:35 +0000 2020,0,"Get news from @SABCNewsOnline, a credible source be vigilant of fake news or misinformation, especially in light of #Coronavirus https://t.co/s8FHEI2nPa",['Coronavirus']
2,_FaceSA,United Kingdom,6954,6346,25297,Sat Mar 07 15:37:03 +0000 2020,1,Be careful of fake news circulating the web about the #CoronaVirus in #SouthAfrica! Check your facts first from reliable resources like the @nicd_sa or @HealthZA 🇿🇦 #Gauteng #KwazuluNatal 🇿🇦 #CoronaVirusSA #COVID19SA #CoronaVirusinSA #COVID19SouthAfrica https://t.co/vGSEIRjwGw,"['CoronaVirus', 'SouthAfrica', 'Gauteng', 'KwazuluNatal', 'CoronaVirusSA', 'COVID19SA', 'CoronaVirusinSA', 'COVID19SouthAfrica']"
3,billysigudla,"Germiston, South Africa",5001,3559,135768,Sat Mar 07 15:44:34 +0000 2020,0,Coronavirus statement: TOM 2020 runs on https://t.co/F74POLitZe,[]
4,AidMembers,"Johannesburg, South Africa",25,15,313,Sat Mar 07 15:54:23 +0000 2020,0,"COVID-19 EPICENTER FACTS
Mortality prevalence by age
(Overall mortality: 2.3%) https://t.co/Hi8Ab24uI4",[]
5,nyasha_happy,"Boksburg, South Africa",233,431,972,Sat Mar 07 15:56:49 +0000 2020,0,"How can i be defeated by Corona when i ave dodged AIDS for two decades and some fragrances. 😂😂😂😂🤣🤣🤣🤣✌️✌️✌️✌️✌️ @ Boksburg North, Boksburg https://t.co/UyYPco6o6A",[]
6,YahBoii_Khutso,Johustleburg,1244,1192,446,Sat Mar 07 15:56:57 +0000 2020,0,"The “Rona” 😷😂🎬🎥 w/ @mxolic_shoyisa @anthonymphomampana

 #comedy #skits #coronavirus #memes #funnymemes #laugh #CoronavirusInSA #funnyvideos https://t.co/kIdsu1hqKs","['comedy', 'skits', 'coronavirus', 'memes', 'funnymemes', 'laugh', 'CoronavirusInSA', 'funnyvideos']"
7,LoveyMashego,"Pretoria, South Africa",49,194,263,Sat Mar 07 16:00:24 +0000 2020,0,"These rich people brought us Corona Virus, they should have stayed there until everything is sorted. Some of us we've never been in Italy, mara now we have to suffer cause of them...",[]
8,zaa_hv_ira,Godric’s Hollow,713,326,4858,Sat Mar 07 16:00:41 +0000 2020,6,I don’t know what do to with regards to Coronavirus. There was no Grey’s Anatomy episode on it. https://t.co/zjMM8H91A7,[]
9,Botshelo_SA,"Rustenburg, South Africa",1374,4246,226814,Sat Mar 07 16:05:49 +0000 2020,0,"Making contact with people doesn't necessarily mean infecting them Gomolemo. The first patient to be confirmed positive made contact with his Dr, yet the Dr is not +. Please read up more on the transmission of Covid-19. https://t.co/TINRo0yO7l",[]
10,Edelweiss_Delp,CAPE TOWN,855,1325,12061,Sat Mar 07 16:16:46 +0000 2020,0,I am not scared of #Corona 🤣 #cheers to a happy Saturday! https://t.co/Ubc8lqMazs,"['Corona', 'cheers']"
11,pankajkr200,"Sandton, South Africa",249,67,711,Sat Mar 07 16:18:04 +0000 2020,0,I got this corona 🤣😂🤣🤣😂 @ Hartbeespoort https://t.co/gqviQI6E36,[]
12,joy_zelda,,3789,4837,79254,Sat Mar 07 16:19:08 +0000 2020,0,"Where are these Pastors Mboro,Bushiri,Lakau where the Corona virus is about to wipe us out in SA,we about to die but I know Alph Lukau rises the death so my family members are safe in Gauteng #CoronaVirusSA #CoronavirusInSA https://t.co/vSgJ6D23S5","['CoronaVirusSA', 'CoronavirusInSA']"
13,Mr_Ndash,"Midrand, South Africa",2814,12239,23838,Sat Mar 07 16:31:42 +0000 2020,0,"The Rona is now is Joburg, its 🐦 #CoronavirusInSA

https://t.co/pPrPnep089",['CoronavirusInSA']
14,Macpercy,"Centurion, South Africa",1411,3866,221371,Sat Mar 07 16:32:47 +0000 2020,0,I’d rather kiss people with Coronavirus https://t.co/VyQWF9xkcL,[]
15,_learny,South Africa,13263,19588,94610,Sat Mar 07 16:34:10 +0000 2020,0,@_Nokwanda09 Young n thick enough to die of corona 😂,[]
16,TowardsUhuru,South Africa,2140,2162,24025,Sat Mar 07 16:37:44 +0000 2020,0,"Someone please explain to me the link between Coronavirus and toilet paper?

Why are people buying a lot of toilet paper? https://t.co/iA3IGVXq4B",[]
17,Sue_Mvelase,"Pretoria, South Africa",3696,6709,22154,Sat Mar 07 16:42:16 +0000 2020,0,"This is a map of #Gauteng! So; when they say the second case of the #CoronaVirus is now in GP, WHERE EXACTLY is this lady located!? #CoronavirusInSA #CoronaVirusSA #CoronaVirusUpdate #coronvirusuk #CoronaAlert #coronvirusSA https://t.co/vHaZfjkR9u","['Gauteng', 'CoronaVirus', 'CoronavirusInSA', 'CoronaVirusSA', 'CoronaVirusUpdate', 'coronvirusuk', 'CoronaAlert', 'coronvirusSA']"
18,BRStattoos,"Fourways,Johannesburg.",2584,1056,2050,Sat Mar 07 16:42:17 +0000 2020,0,Corona be like https://t.co/FSXQb4ybYi https://t.co/BiemEzmkiz,[]
19,sbuM3,"Durban, South Africa",434,440,25051,Sat Mar 07 16:44:17 +0000 2020,0,"Jst waitin 4 @CyrilRamaphosa 2b out of SA, leave @DDMabuza as acting Pres who will institute martial law, close ports of entry bcoz of #CoronavirusInSA &amp;not allow Rama bck till we hv dealt promptly wit Corona. S37 of Const &amp; The State of Emergency Act, 1997&lt;--NB. @SABCNewsOnline",['CoronavirusInSA']
20,SandiSplash,Meandering through life,1560,1150,44970,Sat Mar 07 16:45:07 +0000 2020,0,"Why have they not quarantined that whole group that was stupid enough to travel to Italy during an outbreak? #CoronavirusInSA

Coronavirus: Second Covid-19 case diagnosed in SA https://t.co/zQZAPhUMWB",['CoronavirusInSA']
21,tweetmthokozisi,"Johannesburg, South Africa",4925,3174,25918,Sat Mar 07 16:49:18 +0000 2020,3,"One person got Corona Virus and everyone wants to wear masks, 40 million people got aids and no one wants to wear a condom...😩 https://t.co/qlZJXn6Mut",[]
22,VijayShadean,South Africa,29,2768,66887,Sat Mar 07 16:51:10 +0000 2020,2,"@NespyThemba @lootgous @Unathi_Kwaza @ALETTAHA @African_Spring The best that Govt could do is to advise people not to panic..

And in terms of readiness for #coronavirus, clearly Govt isn't ready.

These 2 confirmed cases may be a #TestCase for them, but what preventive measures are in place for detection at all enter points to the country?","['coronavirus', 'TestCase']"
23,athinim,Stockholm | Cape Town ,891,3795,34247,Sat Mar 07 16:55:24 +0000 2020,0,"@reetotheflow Yebo yes, arrived with a fresh batch of coronavirus",[]
24,trinity_k94,"Pretoria, South Africa",1232,1064,11990,Sat Mar 07 16:57:01 +0000 2020,0,I'm sure go nale Corona Baloyi at some Giyani Hospital #CoronavirusInSA #CoronaVirusChallenge,"['CoronavirusInSA', 'CoronaVirusChallenge']"
25,OfficialKidOZA,•MUSIC •TV •RADIO & TO THE 🌍,2231,3183,81503,Sat Mar 07 16:58:30 +0000 2020,0,"#CoronavirusInSA Ramaphosa #COVID19 is contagious the people who tested positive don't live in a bubble,one infect one infect all😭 https://t.co/bMG7ffOUyR","['CoronavirusInSA', 'COVID19']"
26,kanya_kb,"Sandton, South Africa",15547,21259,40695,Sat Mar 07 17:01:46 +0000 2020,0,Let’s go out and party this Coronavirus out guy.. Dint forget to bring your whistles https://t.co/ms26qXEitk,[]
27,amzukiii,"Port Elizabeth, South Africa",255,151,944,Sat Mar 07 17:13:49 +0000 2020,2,send kevin's number before the corona hits him 😂😂 https://t.co/nVkQQDH9dG,[]
28,AidMembers,"Johannesburg, South Africa",25,15,313,Sat Mar 07 17:14:08 +0000 2020,0,"If the twittosphere is anything to go by, SA is in a state of growing panic about Covid-19. Unnecessary.",[]
29,_FaceSA,United Kingdom,6954,6346,25297,Sat Mar 07 17:20:37 +0000 2020,2,Did you know much of the misinformation spread on social media platforms like Twitter can come from automated accounts known as bots!! Always check the resources you share information from! #CoronaVirus #COVID19 #COVID19SA #CoronaVirusinSA #SouthAfrica #Gauteng #FactsNotFear https://t.co/d1TgAJKo23,"['CoronaVirus', 'COVID19', 'COVID19SA', 'CoronaVirusinSA', 'SouthAfrica', 'Gauteng', 'FactsNotFear']"
30,RobinBond1,Cape Town,304,332,15256,Sat Mar 07 17:23:40 +0000 2020,0,The #WorldHealthOrganization really needs to make a public distinction between coronavirus  (which is a classification covering everything from the common cold to SARS) and COVID-19 which is a current pandemic... otherwise Donald Trump asks why we can't use cold medication,['WorldHealthOrganization']
31,KgapePhaladi,Woodhill Estate,1969,1985,6182,Sat Mar 07 17:26:45 +0000 2020,1,What if China created Coronavirus so that they can own all the world economy?Phela those guys are clever and creative.🤔🤔🤔 I mean for them is business as usual.,[]
32,Beekaay_rsa,"Durban, South Africa",113,83,140,Sat Mar 07 17:29:08 +0000 2020,0,"Hand sanitizer brands these days 😂😂

#CoronavirusInSA #covid19SA #COVID19 #COVIDー19 https://t.co/lbFQC7ILqg","['CoronavirusInSA', 'covid19SA', 'COVID19', 'COVIDー19']"
33,ChloeFortune12,"Cape Town, South Africa",628,589,6746,Sat Mar 07 17:52:55 +0000 2020,0,Now that Corona is here- must I still pay my MTN account?,[]
34,trinity_k94,"Pretoria, South Africa",1232,1064,11990,Sat Mar 07 17:55:45 +0000 2020,0,"I'm telling you, go nale some new born ba re ke Corona Baloyi #CoronavirusOutbreak https://t.co/wsoNl9Hxus",['CoronavirusOutbreak']
35,GcinumuziMaguma,"Vaal in Milan, South Africa",1865,1944,12109,Sat Mar 07 17:59:41 +0000 2020,0,@orlandopirates I think I'm going to pause my membership till the next season I don't wanna die because football while I'm still preparing for Corona virus😭😭😭😭😭😭😭😭,[]
36,jacquescupido12,"Calvinia, South Africa",2585,3060,70307,Sat Mar 07 18:11:49 +0000 2020,0,The #CoronaVirus is global and needs a global response,['CoronaVirus']
37,JohnLeshilo,LEEUFONTEIN,4135,1945,1122,Sat Mar 07 18:14:13 +0000 2020,0,"I think South Africa failed to deal with Corona virus matter efficiently and if South Africans can fall victims, government mast be held accountable https://t.co/0OF9cxmXw1",[]
38,Lolo_Monareng,South Africa,5458,5446,21842,Sat Mar 07 18:20:58 +0000 2020,0,@Nike is busy on my TL. Plus my running shoes will not survive Coronavirus. Plug fam?? https://t.co/e7bVUcg8aI,[]
